日期,地区,价格,数量,均重
2016-06-08,贵州,5.27,4.97,4.32
2016-06-08,重庆,5.07,4.87,4.62
2016-06-09,云南,5.74,3.65,4.35
2016-06-09,四川,5.02,10.87,4.83
2016-06-09,安徽,5.39,9.46,3.77
2016-06-09,山东,4.99,4.52,4.12
2016-06-09,广东,6.57,68.69,3.31
2016-06-09,广西,6.69,12.22,3.89
2016-06-09,江苏,5.36,21.45,3.84
2016-06-09,江西,5.83,3.18,3.06
2016-06-09,浙江,5.77,14.34,3.31
2016-06-09,海南,5.67,4.13,3.21
2016-06-09,湖北,5.11,13.61,3.76
2016-06-09,湖南,5.62,6.01,3.53
2016-06-09,福建,6.12,4.73,3.29
2016-06-09,贵州,5.26,1.81,4.27
2016-06-09,重庆,5.13,3.94,4.7
2016-06-10,云南,5.44,5.37,4.47
2016-06-10,四川,5.06,11.17,4.91
2016-06-10,安徽,5.42,11.41,3.66
2016-06-10,山东,5.04,5.73,4.21
2016-06-10,广东,6.4,83.02,3.37
2016-06-10,广西,6.77,24.13,3.94
2016-06-10,江苏,5.55,20.98,3.82
2016-06-10,江西,5.76,5.82,3.21
2016-06-10,浙江,5.59,11.73,3.22
2016-06-10,海南,6.06,2.37,3.34
2016-06-10,湖北,5.38,13.24,3.62
2016-06-10,湖南,5.56,10.48,3.63
2016-06-10,福建,6.11,5.27,3.19
2016-06-10,贵州,5.51,1.91,3.87
2016-06-10,重庆,4.98,4.14,4.69
2016-06-11,云南,5.45,6.45,4.24
2016-06-11,四川,5.06,12.42,4.96
2016-06-11,安徽,5.37,12.3,3.65
2016-06-11,山东,5.03,3.89,4.27
2016-06-11,广东,6.4,71.52,3.41
2016-06-11,广西,6.76,27.68,3.83
2016-06-11,江苏,5.5,19.27,3.81
2016-06-11,江西,5.9,5.81,3.07
2016-06-11,浙江,5.7,9.86,3.4
2016-06-11,海南,5.83,6.41,3.35
2016-06-11,湖北,5.28,11.33,3.6
2016-06-11,湖南,5.38,13.72,3.43
2016-06-11,福建,6.27,4.96,3.24
2016-06-11,贵州,5.48,3.94,4.46
2016-06-11,重庆,5.03,4.53,4.72
2016-06-12,云南,5.5,5.05,4.54
2016-06-12,四川,5,9.76,4.85
2016-06-12,安徽,5.16,9.96,3.65
2016-06-12,山东,5.07,4.28,3.87
2016-06-12,广东,6.41,73.89,3.41
2016-06-12,广西,6.85,26.39,3.91
2016-06-12,江苏,5.44,13.61,3.82
2016-06-12,江西,6.11,6.89,3.06
2016-06-12,浙江,5.39,14.11,3.33
2016-06-12,海南,5.64,6.43,3.36
2016-06-12,湖北,5.34,9.72,3.58
2016-06-12,湖南,5.46,12.24,3.56
2016-06-12,福建,6.14,4.1,3.27
2016-06-12,贵州,5.23,2.15,4.15
2016-06-12,重庆,5.14,3.17,4.42
2016-06-13,云南,5.57,3.99,4.52
2016-06-13,四川,4.99,10.6,4.86
2016-06-13,安徽,5.27,10.66,3.59
2016-06-13,山东,5.17,4.11,4.35
2016-06-13,广东,6.35,65.87,3.46
2016-06-13,广西,6.77,22.6,3.9
2016-06-13,江苏,5.3,13.76,3.89
2016-06-13,江西,6,4.17,3.03
2016-06-13,浙江,5.33,14.05,3.3
2016-06-13,海南,5.3,6.01,3.29
2016-06-13,湖北,5.21,11.92,3.69
2016-06-13,湖南,5.59,13.42,3.5
2016-06-13,福建,6.33,4.32,3.17
2016-06-13,贵州,5.48,3.56,4.19
2016-06-13,重庆,5.11,3.66,4.61
2016-06-14,云南,5.51,4.64,4.6
2016-06-14,四川,5,10.66,4.85
2016-06-14,安徽,5.42,11.03,3.57
2016-06-14,山东,5,4.02,4.25
2016-06-14,广东,6.35,49.02,3.49
2016-06-14,广西,6.8,20.56,3.94
2016-06-14,江苏,5.42,17.66,3.79
2016-06-14,江西,5.88,7.3,3.14
2016-06-14,浙江,5.14,13.43,3.31
2016-06-14,海南,5.47,5.57,3.27
2016-06-14,湖北,5.42,9.95,3.65
2016-06-14,湖南,5.6,10.82,3.48
2016-06-14,福建,6.23,4.2,3.25
2016-06-14,贵州,5.59,3.1,4.58
2016-06-14,重庆,4.87,2.15,4.44
2016-06-15,云南,5.63,3.72,4.22
2016-06-15,四川,4.96,9.24,4.55
2016-06-15,安徽,5.51,7.95,3.59
2016-06-15,山东,5.19,5.44,4.29
2016-06-15,广东,6.4,70.58,3.39
2016-06-15,广西,6.78,22.87,3.86
2016-06-15,江苏,5.44,16.64,3.73
2016-06-15,江西,5.8,5.11,3.2
2016-06-15,浙江,5.53,10.17,3.35
2016-06-15,海南,6.01,4.92,3.13
2016-06-15,湖北,5.25,11.64,3.64
2016-06-15,湖南,5.76,9.73,3.4
2016-06-15,福建,6.2,4.15,3.23
2016-06-15,贵州,5.58,2.7,4.36
2016-06-15,重庆,4.79,2.35,4.49
2016-06-16,云南,5.77,4.79,4.55
2016-06-16,四川,4.98,11,4.87
2016-06-16,安徽,5.23,11.23,3.71
2016-06-16,山东,5.1,3.32,4
2016-06-16,广东,6.34,70.56,3.45
2016-06-16,广西,6.85,22.45,3.89
2016-06-16,江苏,5.37,17.68,3.67
2016-06-16,江西,5.73,4.95,3.06
2016-06-16,浙江,5.41,14.64,3.3
2016-06-16,海南,5.7,3.93,3.17
2016-06-16,湖北,5.03,10.07,3.56
2016-06-16,湖南,5.53,9.05,3.39
2016-06-16,福建,6.04,5.14,3.25
2016-06-16,贵州,5.6,1.77,4.16
2016-06-16,重庆,4.72,4.07,4.52
2016-06-17,云南,5.59,4.18,4.23
2016-06-17,四川,4.91,10,4.96
2016-06-17,安徽,5.3,16.6,3.61
2016-06-17,山东,5.11,4.04,3.99
2016-06-17,广东,6.33,90.66,3.4
2016-06-17,广西,6.86,25.75,3.85
2016-06-17,江苏,5.41,21.11,3.7
2016-06-17,江西,5.88,4.68,3.16
2016-06-17,浙江,5.28,19.02,3.29
2016-06-17,海南,5.72,4.07,3.23
2016-06-17,湖北,5.01,13.46,3.62
2016-06-17,湖南,5.63,10.64,3.45
2016-06-17,福建,6.05,4.64,3.27
2016-06-17,贵州,5.52,1.55,4.03
2016-06-17,重庆,4.77,4.02,4.52
2016-06-18,云南,5.61,4.24,4.26
2016-06-18,四川,4.68,9.89,4.85
2016-06-18,安徽,5.23,10.83,3.7
2016-06-18,山东,5.07,3.03,4.03
2016-06-18,广东,6.28,93.29,3.34
2016-06-18,广西,6.79,20.85,3.84
2016-06-18,江苏,5.31,21.57,3.71
2016-06-18,江西,5.74,5.39,3.28
2016-06-18,浙江,5.48,14.92,3.38
2016-06-18,海南,5.54,4.72,3.27
2016-06-18,湖北,4.98,13.02,3.59
2016-06-18,湖南,5.54,12.69,3.49
2016-06-18,福建,5.94,4.62,3.36
2016-06-18,贵州,5.41,3.42,4.21
2016-06-18,重庆,4.64,3.21,4.55
2016-06-19,云南,5.53,4.74,4.39
2016-06-19,四川,4.78,10.52,4.75
2016-06-19,安徽,5.05,16.31,3.56
2016-06-19,山东,4.95,4.25,4
2016-06-19,广东,6.28,88.53,3.34
2016-06-19,广西,6.76,23.05,3.83
2016-06-19,江苏,5.36,20.25,3.7
2016-06-19,江西,5.69,6.97,3.16
2016-06-19,浙江,5.18,16.67,3.44
2016-06-19,海南,6,5.12,3.2
2016-06-19,湖北,4.9,13.48,3.66
2016-06-19,湖南,5.41,12.77,3.42
2016-06-19,福建,6.05,6.28,3.27
2016-06-19,贵州,5.27,2.71,4.53
2016-06-19,重庆,4.68,3.91,4.44
2016-06-20,云南,5.78,3.67,4.44
2016-06-20,四川,4.65,11.88,4.6
2016-06-20,安徽,5.15,14.33,3.67
2016-06-20,山东,4.99,5.72,4.1
2016-06-20,广东,6.28,84.09,3.33
2016-06-20,广西,6.84,24.7,3.83
2016-06-20,江苏,5.33,18.32,3.66
2016-06-20,江西,5.78,7.22,3.15
2016-06-20,浙江,5.42,15.53,3.34
2016-06-20,海南,5.95,3.19,3.23
2016-06-20,湖北,5.02,12.55,3.63
2016-06-20,湖南,5.36,13.06,3.37
2016-06-20,福建,6.02,5.23,3.26
2016-06-20,贵州,5.34,2.19,4.63
2016-06-20,重庆,4.8,3.46,4.45
2016-06-21,云南,5.55,4.65,4.29
2016-06-21,四川,4.59,10.67,4.63
2016-06-21,安徽,5.21,15.87,3.65
2016-06-21,山东,4.98,5.33,3.99
2016-06-21,广东,6.28,79.41,3.33
2016-06-21,广西,6.73,21.96,3.87
2016-06-21,江苏,5.14,17.01,3.74
2016-06-21,江西,5.62,3.97,2.99
2016-06-21,浙江,5.25,13.76,3.38
2016-06-21,海南,5.56,4.52,3.24
2016-06-21,湖北,4.85,11.89,3.67
2016-06-21,湖南,5.31,15.98,3.42
2016-06-21,福建,6.23,5.98,3.19
2016-06-21,贵州,5.24,2.58,4.41
2016-06-21,重庆,4.74,3.5,4.44
2016-06-22,云南,5.49,5.42,4.48
2016-06-22,四川,4.68,11.21,4.67
2016-06-22,安徽,5.26,10.98,3.66
2016-06-22,山东,4.86,5.78,3.85
2016-06-22,广东,6.29,72.38,3.35
2016-06-22,广西,6.67,21.78,3.84
2016-06-22,江苏,5.3,15.1,3.91
2016-06-22,江西,5.62,5.49,3.18
2016-06-22,浙江,5.23,12.34,3.23
2016-06-22,海南,5.73,5.01,3.28
2016-06-22,湖北,4.77,11.45,3.68
2016-06-22,湖南,5.33,16.2,3.29
2016-06-22,福建,6.33,4.31,3.21
2016-06-22,贵州,5.26,2.55,4.41
2016-06-22,重庆,4.74,3.47,4.47
2016-06-23,云南,5.65,3.92,4.39
2016-06-23,四川,4.52,10.23,4.63
2016-06-23,安徽,4.98,13.39,3.71
2016-06-23,山东,4.99,3.66,4.21
2016-06-23,广东,6.22,66.12,3.34
2016-06-23,广西,6.55,22.12,3.79
2016-06-23,江苏,5.27,16.63,3.7
2016-06-23,江西,5.62,5.25,3.02
2016-06-23,浙江,5.09,12.07,3.42
2016-06-23,海南,5.4,5.02,3.25
2016-06-23,湖北,4.76,11.4,3.61
2016-06-23,湖南,5.32,8.43,3.33
2016-06-23,福建,6.35,3.08,3.12
2016-06-23,贵州,5.61,2.06,4.26
2016-06-23,重庆,4.8,3.4,4.46
2016-06-24,云南,5.3,5.2,4.56
2016-06-24,四川,4.73,9.45,4.74
2016-06-24,安徽,5.02,13.14,3.62
2016-06-24,山东,5.09,5.13,3.97
2016-06-24,广东,6.15,68.45,3.38
2016-06-24,广西,6.6,18.64,3.87
2016-06-24,江苏,5.25,19.78,3.75
2016-06-24,江西,5.6,4.63,3.19
2016-06-24,浙江,5.07,16.1,3.36
2016-06-24,海南,5.59,4.73,3.29
2016-06-24,湖北,4.66,9.28,3.55
2016-06-24,湖南,5.24,9.74,3.3
2016-06-24,福建,6.5,3.53,3.23
2016-06-24,贵州,5.2,2.45,4.19
2016-06-24,重庆,4.61,2.77,4.35
2016-06-25,云南,5.3,4.32,4.56
2016-06-25,四川,4.73,11.71,4.67
2016-06-25,安徽,4.98,13.4,3.67
2016-06-25,山东,5.02,4.61,4.07
2016-06-25,广东,6.12,76.73,3.35
2016-06-25,广西,6.59,21.33,3.83
2016-06-25,江苏,5.13,21.04,3.66
2016-06-25,江西,5.41,5.52,3.19
2016-06-25,浙江,5,16.03,3.33
2016-06-25,海南,5.95,4.68,3.21
2016-06-25,湖北,4.65,14.33,3.64
2016-06-25,湖南,5.16,11.01,3.33
2016-06-25,福建,6.34,4.79,3.18
2016-06-25,贵州,5.4,3.47,4.35
2016-06-25,重庆,4.56,3.05,4.28
2016-06-26,云南,5.48,5.36,4.37
2016-06-26,四川,4.69,12.9,4.7
2016-06-26,安徽,5.05,14.37,3.64
2016-06-26,山东,4.97,5.21,4.01
2016-06-26,广东,6.03,76.08,3.35
2016-06-26,广西,6.68,21.03,3.86
2016-06-26,江苏,5.12,24.45,3.7
2016-06-26,江西,5.37,6.06,3.21
2016-06-26,浙江,4.83,16.37,3.43
2016-06-26,海南,5.95,3.39,3.19
2016-06-26,湖北,4.61,17.77,3.64
2016-06-26,湖南,5.22,17.92,3.38
2016-06-26,福建,6.43,3.46,3.16
2016-06-26,贵州,5.14,2.77,4.29
2016-06-26,重庆,4.78,4.08,4.4
2016-06-27,云南,5.51,3.46,4.16
2016-06-27,四川,4.85,12.67,4.7
2016-06-27,安徽,5.13,16.03,3.66
2016-06-27,山东,4.87,4.87,4.28
2016-06-27,广东,6.01,76.63,3.38
2016-06-27,广西,6.49,25.23,3.87
2016-06-27,江苏,4.95,23.11,3.68
2016-06-27,江西,5.18,8.51,3.13
2016-06-27,浙江,4.84,17.62,3.36
2016-06-27,海南,5.15,5.26,3.23
2016-06-27,湖北,4.62,16.91,3.65
2016-06-27,湖南,5.14,15.47,3.34
2016-06-27,福建,6.16,4.38,3.15
2016-06-27,贵州,5.02,2.95,4.47
2016-06-27,重庆,4.82,4.55,4.55
2016-06-28,云南,5.54,4.51,4.51
2016-06-28,四川,4.8,14.93,4.67
2016-06-28,安徽,4.84,16.43,3.8
2016-06-28,山东,4.95,4.66,4.2
2016-06-28,广东,5.98,74.71,3.39
2016-06-28,广西,6.46,21.86,3.87
2016-06-28,江苏,4.94,19.3,3.69
2016-06-28,江西,5.25,6.18,3.14
2016-06-28,浙江,4.74,19.25,3.38
2016-06-28,海南,5.65,3.17,3.2
2016-06-28,湖北,4.62,16.44,3.62
2016-06-28,湖南,5.09,14.22,3.33
2016-06-28,福建,6.23,3.37,3.18
2016-06-28,贵州,4.96,3.14,4.53
2016-06-28,重庆,4.76,4.18,4.53
2016-06-29,云南,5.53,4.61,4.23
2016-06-29,四川,4.84,12.77,4.53
2016-06-29,安徽,5.08,13.9,3.65
2016-06-29,山东,4.97,4.98,3.79
2016-06-29,广东,5.93,71.88,3.46
2016-06-29,广西,6.46,20.64,3.83
2016-06-29,江苏,4.94,20.04,3.75
2016-06-29,江西,5.17,7.73,3.11
2016-06-29,浙江,4.75,16.93,3.38
2016-06-29,海南,5.42,3.26,3.27
2016-06-29,湖北,4.57,16.76,3.64
2016-06-29,湖南,5.2,14.77,3.43
2016-06-29,福建,6.2,4.72,3.07
2016-06-29,贵州,4.76,3.18,4.37
2016-06-29,重庆,4.95,3.9,4.59
2016-06-30,云南,5.4,3.76,4.33
2016-06-30,四川,4.94,12.95,4.57
2016-06-30,安徽,4.93,16.54,3.56
2016-06-30,山东,4.98,5.06,4.37
2016-06-30,广东,5.77,71.87,3.39
2016-06-30,广西,6.32,22.61,3.84
2016-06-30,江苏,5.01,23.29,3.67
2016-06-30,江西,5.12,5.3,3.13
2016-06-30,浙江,4.81,20.43,3.35
2016-06-30,海南,5.26,3.69,3.24
2016-06-30,湖北,4.47,14.43,3.64
2016-06-30,湖南,4.99,13.5,3.24
2016-06-30,福建,6.29,3.94,3.14
2016-06-30,贵州,5.18,3.1,4.46
2016-06-30,重庆,4.87,4.47,4.43
2016-07-01,云南,5.4,3.11,4.47
2016-07-01,四川,5.12,10.49,4.56
2016-07-01,安徽,4.93,15.02,3.68
2016-07-01,山东,5.03,2.13,3.84
2016-07-01,广东,5.91,83.58,3.36
2016-07-01,广西,6.39,21.18,3.83
2016-07-01,江苏,5,22.29,3.7
2016-07-01,江西,5.15,8.51,3.22
2016-07-01,浙江,4.82,16.48,3.38
2016-07-01,海南,4.62,4.02,3.36
2016-07-01,湖北,4.51,13.52,3.52
2016-07-01,湖南,4.97,16.09,3.33
2016-07-01,福建,5.98,5.35,3.15
2016-07-01,贵州,5.41,1.8,4.37
2016-07-01,重庆,5.01,3.63,4.33
2016-07-02,云南,5.41,4.79,4.38
2016-07-02,四川,5.22,11.73,4.65
2016-07-02,安徽,4.76,15.81,3.61
2016-07-02,山东,4.93,7.88,4.05
2016-07-02,广东,6.04,83.22,3.41
2016-07-02,广西,6.21,30.11,3.84
2016-07-02,江苏,4.94,27.49,3.68
2016-07-02,江西,5.1,8.21,3.17
2016-07-02,浙江,4.78,17.65,3.28
2016-07-02,海南,5.28,3.74,3.2
2016-07-02,湖北,4.41,16.29,3.47
2016-07-02,湖南,5.03,12.43,3.27
2016-07-02,福建,5.97,5.03,3.19
2016-07-02,贵州,5.22,3.78,4.24
2016-07-02,重庆,4.87,4.67,4.14
2016-07-03,云南,5.42,4.38,4.28
2016-07-03,四川,5.16,10.27,4.63
2016-07-03,安徽,4.95,14.47,3.73
2016-07-03,山东,4.99,6.41,4.12
2016-07-03,广东,6.11,79.12,3.38
2016-07-03,广西,6.24,26.49,3.82
2016-07-03,江苏,5,25.08,3.67
2016-07-03,江西,5.24,8.21,3.18
2016-07-03,浙江,4.74,15.27,3.34
2016-07-03,海南,4.77,4.93,3.25
2016-07-03,湖北,4.48,13.63,3.5
2016-07-03,湖南,5,15.76,3.3
2016-07-03,福建,5.98,5.18,3.14
2016-07-03,贵州,5.27,3.19,4.2
2016-07-03,重庆,5.09,3.57,4.38
2016-07-04,云南,5.16,3.69,4.37
2016-07-04,四川,5.12,9.91,4.53
2016-07-04,安徽,4.91,16.53,3.58
2016-07-04,山东,4.88,6.93,3.99
2016-07-04,广东,6.14,80.18,3.41
2016-07-04,广西,6.38,30.04,3.83
2016-07-04,江苏,5,22.7,3.7
2016-07-04,江西,5.29,6.39,3.19
2016-07-04,浙江,4.72,18.53,3.37
2016-07-04,海南,4.52,4.03,3.33
2016-07-04,湖北,4.57,13.26,3.66
2016-07-04,湖南,5.02,11.31,3.28
2016-07-04,福建,5.95,4.21,3.27
2016-07-04,贵州,5.11,2.56,4.44
2016-07-04,重庆,4.96,4.15,4.49
2016-07-05,云南,5.22,4.68,4.27
2016-07-05,四川,5.03,9.48,4.52
2016-07-05,安徽,5.03,13.04,3.66
2016-07-05,山东,4.95,5.94,4.07
2016-07-05,广东,6.17,69.9,3.4
2016-07-05,广西,6.47,24.67,3.83
2016-07-05,江苏,5.13,21.28,3.69
2016-07-05,江西,5.14,6.35,3.15
2016-07-05,浙江,4.71,20,3.31
2016-07-05,海南,5.14,5.42,3.23
2016-07-05,湖北,4.59,15.24,3.58
2016-07-05,湖南,5.04,12.27,3.39
2016-07-05,福建,6,4.53,3.26
2016-07-05,贵州,5.21,3.97,4
2016-07-05,重庆,5.1,2.99,4.44
2016-07-06,云南,5.37,4.23,4.36
2016-07-06,四川,5.11,10.56,4.67
2016-07-06,安徽,5.06,16.39,3.64
2016-07-06,山东,4.99,5.07,3.96
2016-07-06,广东,6.14,66.94,3.4
2016-07-06,广西,6.37,25.74,3.89
2016-07-06,江苏,5.26,20.02,3.65
2016-07-06,江西,5.2,7.17,3.13
2016-07-06,浙江,4.69,17.82,3.27
2016-07-06,海南,4.76,4.49,3.17
2016-07-06,湖北,4.7,17.18,3.6
2016-07-06,湖南,5,14.99,3.33
2016-07-06,福建,6.07,3.87,3.33
2016-07-06,贵州,5.21,2.06,4.34
2016-07-06,重庆,5.05,3.43,4.42
2016-07-07,云南,5.18,4.55,4.14
2016-07-07,四川,5.08,8.63,4.69
2016-07-07,安徽,5.14,12.91,3.57
2016-07-07,山东,5.1,4.71,3.64
2016-07-07,广东,6.09,72.74,3.43
2016-07-07,广西,6.36,23.97,3.89
2016-07-07,江苏,5.29,21.16,3.67
2016-07-07,江西,5.33,7.64,3.1
2016-07-07,浙江,5.07,15.07,3.31
2016-07-07,海南,5.1,5.15,3.36
2016-07-07,湖北,4.6,17.27,3.49
2016-07-07,湖南,5.35,14.08,3.37
2016-07-07,福建,5.85,4.41,3.25
2016-07-07,贵州,5.04,3.28,4.16
2016-07-07,重庆,5.06,4.54,4.39
2016-07-08,云南,5.14,6.5,4.22
2016-07-08,四川,5.11,9.13,4.83
2016-07-08,安徽,5.3,15.19,3.59
2016-07-08,山东,5.14,6.27,4.07
2016-07-08,广东,6.09,75.62,3.38
2016-07-08,广西,6.51,23.96,3.88
2016-07-08,江苏,5.4,20.71,3.68
2016-07-08,江西,5.2,7.62,3.08
2016-07-08,浙江,5.19,15.47,3.34
2016-07-08,海南,4.78,4.48,3.41
2016-07-08,湖北,4.72,14.81,3.45
2016-07-08,湖南,5.22,14.29,3.27
2016-07-08,福建,5.71,4.78,3.27
2016-07-08,贵州,5.38,2.71,4.09
2016-07-08,重庆,5.05,3.7,4.2
2016-07-09,云南,4.67,3.63,4.18
2016-07-09,四川,5.12,11.53,4.6
2016-07-09,安徽,5.23,15.63,3.55
2016-07-09,山东,5.15,6.3,4.03
2016-07-09,广东,6.07,75.28,3.37
2016-07-09,广西,6.3,19.01,3.77
2016-07-09,江苏,5.6,18.28,3.61
2016-07-09,江西,5.53,5.96,3.04
2016-07-09,浙江,5.47,16.35,3.31
2016-07-09,海南,5.34,3.95,3.27
2016-07-09,湖北,4.85,15.14,3.39
2016-07-09,湖南,5.29,11.82,3.28
2016-07-09,福建,5.49,4.52,3.4
2016-07-09,贵州,5.32,3.42,4.28
2016-07-09,重庆,5.15,3.3,4.3
2016-07-10,云南,4.91,4.1,4.2
2016-07-10,四川,5.08,9.23,4.49
2016-07-10,安徽,5.61,11.97,3.62
2016-07-10,山东,5.16,5.59,3.93
2016-07-10,广东,6.09,70.72,3.4
2016-07-10,广西,6.54,20.25,3.86
2016-07-10,江苏,5.55,23.15,3.73
2016-07-10,江西,5.47,3.72,3.03
2016-07-10,浙江,5.31,16.72,3.23
2016-07-10,海南,5.32,4.03,3.19
2016-07-10,湖北,5.01,12.07,3.5
2016-07-10,湖南,5.29,8.81,3.22
2016-07-10,福建,5.47,5.13,3.26
2016-07-10,贵州,5.02,1.79,4.2
2016-07-10,重庆,5.06,3.29,4.28
2016-07-11,云南,4.89,4.06,4.27
2016-07-11,四川,4.98,10.52,4.57
2016-07-11,安徽,5.62,11.39,3.64
2016-07-11,山东,5.3,5.32,3.93
2016-07-11,广东,6.08,77.69,3.39
2016-07-11,广西,6.58,24.38,3.8
2016-07-11,江苏,5.59,18.88,3.62
2016-07-11,江西,5.39,5.78,3.08
2016-07-11,浙江,5.55,14.78,3.3
2016-07-11,海南,5.45,4.48,3.19
2016-07-11,湖北,5.25,9.46,3.56
2016-07-11,湖南,5.31,12.25,3.3
2016-07-11,福建,5.65,6.97,3.22
2016-07-11,贵州,5,3.21,4.13
2016-07-11,重庆,5.13,2.91,4.27
2016-07-12,云南,4.74,4.37,4.02
2016-07-12,四川,4.94,9.06,4.59
2016-07-12,安徽,5.39,14.18,3.63
2016-07-12,山东,5.28,4.69,4.09
2016-07-12,广东,6,72.05,3.41
2016-07-12,广西,6.37,22.66,3.79
2016-07-12,江苏,5.52,19.75,3.55
2016-07-12,江西,5.44,4.86,3.1
2016-07-12,浙江,5.29,15.87,3.32
2016-07-12,海南,5.24,3.26,3.27
2016-07-12,湖北,5.14,10.99,3.48
2016-07-12,湖南,5.38,11.03,3.27
2016-07-12,福建,5.68,5.82,3.2
2016-07-12,贵州,5.27,3.14,4.29
2016-07-12,重庆,5.03,3.44,4.46
2016-07-13,云南,4.49,5.45,4.44
2016-07-13,四川,4.97,10.84,4.68
2016-07-13,安徽,5.4,13.28,3.7
2016-07-13,山东,5.38,4.3,3.9
2016-07-13,广东,6.01,81.33,3.44
2016-07-13,广西,6.61,24.13,3.85
2016-07-13,江苏,5.58,19.52,3.79
2016-07-13,江西,5.58,5.14,3.06
2016-07-13,浙江,5.02,16.77,3.11
2016-07-13,海南,5.14,5.21,3.28
2016-07-13,湖北,5.08,11.15,3.49
2016-07-13,湖南,5.44,12.8,3.29
2016-07-13,福建,5.6,4.96,3.26
2016-07-13,贵州,4.67,1.45,4.34
2016-07-13,重庆,5.06,2.69,4.3
2016-07-14,云南,4.79,5.47,4.3
2016-07-14,四川,4.97,9.14,4.76
2016-07-14,安徽,5.52,14.21,3.73
2016-07-14,山东,5.44,3.99,3.89
2016-07-14,广东,5.98,65.59,3.49
2016-07-14,广西,6.52,24.41,3.91
2016-07-14,江苏,5.49,21.08,3.73
2016-07-14,江西,5.36,6.65,3.07
2016-07-14,浙江,5.28,12.97,3.28
2016-07-14,海南,5.16,5.26,3.26
2016-07-14,湖北,5.06,11.21,3.61
2016-07-14,湖南,5.48,10.41,3.3
2016-07-14,福建,5.76,5.69,3.24
2016-07-14,贵州,4.92,3.61,4.04
2016-07-14,重庆,4.9,4.46,4.3
2016-07-15,云南,4.67,4.71,4.28
2016-07-15,四川,4.92,9,4.6
2016-07-15,安徽,5.47,14.24,3.64
2016-07-15,山东,5.25,4.27,3.97
2016-07-15,广东,6.06,92.88,3.4
2016-07-15,广西,6.44,26.25,3.79
2016-07-15,江苏,5.48,21.75,3.69
2016-07-15,江西,5.52,4.5,3.06
2016-07-15,浙江,5.22,19.9,3.21
2016-07-15,海南,5.11,5.6,3.28
2016-07-15,湖北,5.11,19.39,3.55
2016-07-15,湖南,5.4,16,3.23
2016-07-15,福建,5.73,5.03,3.26
2016-07-15,贵州,4.77,2.06,4.56
2016-07-15,重庆,4.8,3.35,4.24
2016-07-16,云南,4.67,5.04,4.36
2016-07-16,四川,4.92,13.42,4.6
2016-07-16,安徽,5.32,16.26,3.51
2016-07-16,山东,5.32,6.15,4.25
2016-07-16,广东,6.05,83.08,3.42
2016-07-16,广西,6.54,24.6,3.83
2016-07-16,江苏,5.38,26.55,3.67
2016-07-16,江西,5.66,5.37,3.27
2016-07-16,浙江,5.09,18.14,3.3
2016-07-16,海南,5.3,5.27,3.32
2016-07-16,湖北,5.12,17.94,3.46
2016-07-16,湖南,5.45,16.5,3.28
2016-07-16,福建,5.92,5.06,3.28
2016-07-16,贵州,4.98,3.34,3.92
2016-07-16,重庆,4.81,4.55,4.39
2016-07-17,云南,4.84,4.75,4.38
2016-07-17,四川,4.76,12.3,4.58
2016-07-17,安徽,5.36,18.32,3.71
2016-07-17,山东,5.31,7.05,3.89
2016-07-17,广东,6.09,79.26,3.42
2016-07-17,广西,6.53,26.54,3.81
2016-07-17,江苏,5.3,25.42,3.66
2016-07-17,江西,5.43,6.11,3.15
2016-07-17,浙江,5.09,17.44,3.37
2016-07-17,海南,5.36,6.15,3.21
2016-07-17,湖北,5.01,15.71,3.51
2016-07-17,湖南,5.49,12.04,3.25
2016-07-17,福建,5.91,5.56,3.28
2016-07-17,贵州,5.03,3.42,4.1
2016-07-17,重庆,4.88,3.7,4.49
2016-07-18,云南,4.81,3.48,4.46
2016-07-18,四川,4.76,12.19,4.63
2016-07-18,安徽,5.21,17.39,3.45
2016-07-18,山东,5.29,6.37,4.12
2016-07-18,广东,6.12,85.5,3.4
2016-07-18,广西,6.56,26.67,3.77
2016-07-18,江苏,5.2,27.37,3.6
2016-07-18,江西,5.6,5.13,3.19
2016-07-18,浙江,5.04,18.19,3.35
2016-07-18,海南,5.48,3.71,3.22
2016-07-18,湖北,5.01,13.44,3.53
2016-07-18,湖南,5.48,12.81,3.38
2016-07-18,福建,5.72,5,3.27
2016-07-18,贵州,4.74,1.73,4.59
2016-07-18,重庆,4.79,4.27,4.33
2016-07-19,云南,4.76,3.86,4.12
2016-07-19,四川,4.9,12.94,4.7
2016-07-19,安徽,5.36,15.83,3.52
2016-07-19,山东,5.34,4.7,3.98
2016-07-19,广东,6.14,76.07,3.4
2016-07-19,广西,6.65,21.75,3.83
2016-07-19,江苏,5.3,22.31,3.65
2016-07-19,江西,5.59,6.63,3.25
2016-07-19,浙江,4.9,20.64,3.3
2016-07-19,海南,5.37,5.85,3.18
2016-07-19,湖北,4.96,13.97,3.54
2016-07-19,湖南,5.45,9.8,3.23
2016-07-19,福建,5.94,6.14,3.22
2016-07-19,贵州,5.02,4.85,4.38
2016-07-19,重庆,4.78,3.09,4.51
2016-07-20,云南,4.9,2.79,4.13
2016-07-20,四川,4.88,16.02,4.64
2016-07-20,安徽,5.35,12.85,3.51
2016-07-20,山东,5.28,3.59,4.17
2016-07-20,广东,6.17,76.65,3.42
2016-07-20,广西,6.6,22.29,3.79
2016-07-20,江苏,5.21,21.23,3.54
